Artist(s) Genres,Hot100 Ranking Year,Hot100 Rank
"['dance pop', 'pop']",1990,77
"['new wave', 'album rock', 'post-punk', 'permanent wave', 'zolo', 'classic rock', 'dance rock', 'rock', 'new wave pop', 'new romantic']",1990,78
"['new wave pop', 'new jack swing', 'freestyle']",1990,79
[],1990,80
"['italo house', 'hip house', 'diva house', 'eurodance']",1990,81
"['soft rock', 'album rock', 'heartland rock', 'piano rock', 'singer-songwriter', 'classic rock', 'rock', 'mellow gold']",1990,82
"['contemporary r&b', 'new jack swing', 'urban contemporary', 'r&b']",1990,83
"['new wave', 'soft rock', 'new wave pop', 'synthpop', 'new romantic', 'mellow gold']",1990,84
"['new wave pop', 'diva house', 'classic house', 'hip house']",1990,85
"['new wave pop', 'soft rock', 'dance pop']",1990,86
['freestyle'],1990,87
['soft rock'],1990,88
"['contemporary r&b', 'new jack swing', 'urban contemporary', 'r&b']",1990,89
['boy band'],1990,90
"['classic rock', 'album rock', 'hard rock', 'rock']",1990,91
"['glam rock', 'hard rock', 'rock']",1990,92
"['quiet storm', 'new jack swing', 'funk rock', 'minneapolis sound', 'synth funk', 'funk']",1990,93
"['old school hip hop', 'east coast hip hop', 'golden age hip hop']",1990,94
['karaoke'],1990,95
"['album rock', 'metal', 'hard rock', 'alternative metal', 'glam metal', 'rock', 'sleaze rock']",1990,96
['novelty'],1990,97
"['funk rock', 'minneapolis sound', 'synth funk', 'rock', 'funk']",1990,98
['chicano rap'],1990,99
[],1990,100
"['soft rock', 'canadian singer-songwriter', 'heartland rock', 'canadian pop', 'classic canadian rock', 'mellow gold']",1991,1
"['contemporary r&b', 'boy band', 'new jack swing']",1991,2
[],1991,3
"['new wave pop', 'soft rock', 'dance pop']",1991,4
['freestyle'],1991,5
"['britpop', 'madchester', 'dance rock', 'grebo', 'indietronica']",1991,6
"['glam metal', 'hard rock', 'funk metal']",1991,7
"['contemporary r&b', 'boy band', 'new jack swing', 'r&b']",1991,8
['contemporary r&b'],1991,9
['christian music'],1991,10
"['new jack swing', 'urban contemporary', 'boy band', 'contemporary r&b', 'r&b']",1991,11
['freestyle'],1991,12
"['urban contemporary', 'dance pop', 'pop']",1991,13
"['glam metal', 'album rock', 'hard rock']",1991,14
"['new wave pop', 'soft rock', 'adult standards']",1991,15
['dance pop'],1991,16
"['britpop', 'dance rock', 'grebo']",1991,17
"['contemporary r&b', 'boy band', 'new jack swing']",1991,18
"['dance pop', 'urban contemporary', 'r&b']",1991,19
"['disco', 'philly soul', 'diva house', 'hip house', 'post-disco']",1991,20
"['dance pop', 'pop']",1991,21
"['urban contemporary', 'dance pop', 'pop']",1991,22
"['swedish pop', 'europop']",1991,23
"['new jack swing', 'urban contemporary', 'minneapolis sound', 'contemporary r&b', 'r&b']",1991,24
[],1991,25
"['urban contemporary', 'dance pop', 'pop']",1991,26
[],1991,27
['christian music'],1991,28
"['contemporary r&b', 'new jack swing']",1991,29
"['new wave pop', 'diva house']",1991,30
"['hip house', 'eurodance']",1991,31
['minneapolis sound'],1991,32
"['permanent wave', 'alternative rock', 'rock', 'athens indie']",1991,33
['new wave pop'],1991,34
"['rock', 'permanent wave']",1991,35
"['pittsburgh rap', 'hip hop', 'rap']",1991,36
['canadian pop'],1991,37
"['old school hip hop', 'philly rap', 'golden age hip hop']",1991,38
"['album rock', 'hard rock', 'german metal', 'german rock', 'german hard rock', 'rock']",1991,39
['jazz boom bap'],1991,40
"['new wave pop', 'soft rock', 'dance pop']",1991,41
['karaoke'],1991,42
['glam metal'],1991,43
"['swedish pop', 'europop']",1991,44
"['contemporary r&b', 'new jack swing']",1991,45
"['glam metal', 'hard rock', 'funk metal']",1991,46
"['quiet storm', 'soul']",1991,47
"['new wave pop', 'soft rock', 'girl group', 'mellow gold']",1991,48
['soft rock'],1991,49
"['soft rock', 'mellow gold']",1991,50
"['eurodance', 'diva house', 'hip house', 'freestyle', 'new wave pop']",1991,51
"['new wave pop', 'australian rock']",1991,52
"['german singer-songwriter', 'cologne indie']",1991,53
"['contemporary r&b', 'boy band', 'new jack swing']",1991,54
"['electric blues', 'heartland rock', 'folk rock', 'singer-songwriter', 'folk', 'country rock', 'mellow gold']",1991,55
['glam metal'],1991,56
['miami hip hop'],1991,57
"['deep freestyle', 'freestyle']",1991,58
['karaoke'],1991,59
"['contemporary r&b', 'boy band', 'new jack swing', 'r&b']",1991,60
[],1991,61
['soft rock'],1991,62
"['downtempo', 'gregorian dance']",1991,63
"['queens hip hop', 'east coast hip hop', 'rap', 'golden age hip hop', 'old school hip hop', 'hip hop']",1991,64
[],1991,65
"['funk rock', 'minneapolis sound', 'synth funk', 'rock', 'funk']",1991,66
"['new jack swing', 'east coast hip hop', 'old school hip hop', 'contemporary r&b', 'r&b']",1991,67
"['soft rock', 'album rock', 'hard rock', 'progressive rock', 'classic rock', 'glam metal', 'rock', 'mellow gold']",1991,68
"['urban contemporary', 'dance pop', 'pop']",1991,69
"['soft rock', 'sophisti-pop', 'new wave pop', 'synthpop', 'new romantic']",1991,70
"['reggae fusion', 'uk reggae']",1991,71
"['reggae fusion', 'uk reggae']",1991,72
"['glam metal', 'album rock', 'sacramento indie', 'hard rock']",1991,73
"['new wave pop', 'diva house']",1991,74
['british soul'],1991,75
"['contemporary r&b', 'new jack swing', 'urban contemporary', 'r&b']",1991,76
"['christian alternative rock', 'christian music', 'ccm', 'worship']",1991,77
"['glam metal', 'album rock', 'hard rock', 'rock']",1991,78
['mellow gold'],1991,79
[],1991,80
"['contemporary r&b', 'new jack swing', 'urban contemporary', 'r&b']",1991,81
"['album rock', 'metal', 'hard rock', 'progressive metal', 'us power metal', 'speed metal', 'glam metal']",1991,82
"['soft rock', 'album rock', 'symphonic rock', 'art rock', 'yacht rock', 'folk rock', 'classic rock', 'glam rock', 'new romantic', 'mellow gold']",1991,83
[],1991,84
"['britpop', 'dance rock', 'grebo']",1991,85
[],1991,86
"['new wave pop', 'diva house']",1991,87
"['italo house', 'hip house', 'diva house', 'eurodance']",1991,88
[],1991,89
"['new wave', 'dance rock', 'funk rock', 'rock', 'australian rock', 'new romantic']",1991,90
['hip house'],1991,91
"['soft rock', 'sophisti-pop', 'permanent wave']",1991,92
['new wave pop'],1991,93
"['east coast hip hop', 'new jersey rap', 'hip hop']",1991,94
['new wave pop'],1991,95
"['glam metal', 'album rock', 'hard rock']",1991,96
"['glam metal', 'album rock', 'hard rock']",1991,97
"['hip pop', 'queens hip hop', 'girl group', 'golden age hip hop', 'old school hip hop', 'hip hop']",1991,98
"['soft rock', 'soul', 'memphis soul', 'motown', 'mellow gold']",1991,99
"['permanent wave', 'alternative rock', 'rock', 'athens indie']",1991,100
"['new jack swing', 'urban contemporary', 'boy band', 'contemporary r&b', 'r&b']",1992,1
['old school hip hop'],1992,2
"['gangster rap', 'hip pop', 'hardcore hip hop', 'old school atlanta hip hop', 'hip hop']",1992,3
"['contemporary r&b', 'quiet storm', 'urban contemporary']",1992,4
"['hip pop', 'dance pop', 'urban contemporary', 'girl group', 'atl hip hop', 'contemporary r&b', 'r&b']",1992,5
"['soft rock', 'album rock', 'electric blues', 'blues rock', 'singer-songwriter', 'classic rock', 'rock', 'mellow gold']",1992,6
"['hip pop', 'new jack swing', 'urban contemporary', 'girl group', 'contemporary r&b', 'r&b']",1992,7
"['alternative rock', 'permanent wave', 'funk rock', 'rock', 'funk metal']",1992,8
"['contemporary r&b', 'boy band', 'new jack swing']",1992,9
['soft rock'],1992,10
"['contemporary r&b', 'new jack swing', 'urban contemporary']",1992,11
"['glam metal', 'hard rock']",1992,12
['karaoke'],1992,13
"['soul', 'r&b']",1992,14
['country rock'],1992,15
"['urban contemporary', 'contemporary r&b', 'dance pop', 'pop']",1992,16
"['glam metal', 'hard rock', 'rock']",1992,17
"['classic canadian rock', 'canadian singer-songwriter', 'mellow gold']",1992,18
"['soul', 'r&b']",1992,19
['diva house'],1992,20
"['dance pop', 'pop']",1992,21
['karaoke'],1992,22
"['urban contemporary', 'dance pop', 'pop']",1992,23
"['gangster rap', 'west coast rap', 'hip hop', 'rap rock']",1992,24
"['funk rock', 'minneapolis sound', 'synth funk', 'rock', 'funk']",1992,25
[],1992,26
"['contemporary r&b', 'quiet storm', 'new jack swing']",1992,27
['canadian pop'],1992,28
"['hip pop', 'new jack swing', 'urban contemporary', 'girl group', 'contemporary r&b', 'r&b']",1992,29
['new jack swing'],1992,30
"['contemporary r&b', 'new jack swing', 'urban contemporary', 'r&b']",1992,31
"['rock', 'grunge', 'permanent wave']",1992,32
"['contemporary r&b', 'new jack swing', 'urban contemporary', 'r&b']",1992,33
"['new wave pop', 'lilith']",1992,34
"['contemporary r&b', 'new jack swing', 'urban contemporary', 'r&b']",1992,35
"['hip pop', 'dance pop', 'urban contemporary', 'girl group', 'atl hip hop', 'contemporary r&b', 'r&b']",1992,36
"['new jack swing', 'urban contemporary', 'boy band', 'contemporary r&b', 'r&b']",1992,37
"['new beat', 'hip house', 'eurodance']",1992,38
"['classic rock', 'glam rock', 'rock']",1992,39
"['atl hip hop', 'hip hop', 'old school atlanta hip hop', 'conscious hip hop']",1992,40
['karaoke'],1992,41
"['urban contemporary', 'dance pop', 'pop']",1992,42
"['glam rock', 'piano rock', 'rock', 'mellow gold']",1992,43
[],1992,44
"['new wave pop', 'synthpop', 'candy pop']",1992,45
"['hip hop', 'hip house']",1992,46
['karaoke'],1992,47
"['contemporary r&b', 'minneapolis sound', 'new jack swing', 'r&b']",1992,48
['freestyle'],1992,49
"['contemporary r&b', 'boy band', 'new jack swing', 'r&b']",1992,50
['contemporary r&b'],1992,51
['christian music'],1992,52
['pop rock'],1992,53
['soft rock'],1992,54
"['soft rock', 'album rock', 'symphonic rock', 'hard rock', 'art rock', 'progressive rock', 'classic rock', 'rock', 'mellow gold']",1992,55
"['new wave pop', 'soft rock']",1992,56
"['rock', 'irish rock', 'permanent wave']",1992,57
['new wave pop'],1992,58
[],1992,59
"['rock', 'irish rock', 'permanent wave']",1992,60
['diva house'],1992,61
"['soft rock', 'album rock', 'symphonic rock', 'hard rock', 'art rock', 'progressive rock', 'classic rock', 'rock', 'mellow gold']",1992,62
"['new jack swing', 'urban contemporary', 'minneapolis sound', 'contemporary r&b', 'r&b']",1992,63
"['quiet storm', 'canadian pop']",1992,64
"['gangster rap', 'hip pop', 'hardcore hip hop', 'old school atlanta hip hop', 'hip hop']",1992,65
"['soul', 'r&b']",1992,66
"['atl hip hop', 'hip hop', 'old school atlanta hip hop', 'conscious hip hop']",1992,67
"['soft rock', 'album rock', 'symphonic rock', 'hard rock', 'art rock', 'progressive rock', 'classic rock', 'rock', 'mellow gold']",1992,68
['hip house'],1992,69
"['soft rock', 'canadian singer-songwriter', 'heartland rock', 'canadian pop', 'classic canadian rock', 'mellow gold']",1992,70
"['new wave', 'uk post-punk', 'rock', 'permanent wave']",1992,71
"['funk rock', 'glam metal', 'hard rock', 'funk metal']",1992,72
"['new wave pop', 'soft rock', 'dance pop']",1992,73
"['soft rock', 'canadian singer-songwriter', 'heartland rock', 'canadian pop', 'classic canadian rock', 'mellow gold']",1992,74
"['german techno', 'hip house', 'diva house', 'eurodance']",1992,75
"['hip hop', 'hip house']",1992,76
"['soft rock', 'smooth saxophone', 'smooth jazz']",1992,77
"['west coast rap', 'chicano rap']",1992,78
"['christian music', 'classic praise']",1992,79
"['album rock', 'hard rock', 'nwobhm', 'classic rock', 'glam metal', 'orchestra', 'rock', 'british orchestra']",1992,80
"['new wave pop', 'soft rock']",1992,81
['glam metal'],1992,82
"['girl group', 'contemporary r&b']",1992,83
"['new jack swing', 'urban contemporary', 'boy band', 'contemporary r&b', 'r&b']",1992,84
"['dance pop', 'neo soul', 'urban contemporary', 'r&b']",1992,85
"['big beat', 'acid house', 'hip house', 'ambient house']",1992,86
"['contemporary r&b', 'boy band', 'new jack swing']",1992,87
"['hip pop', 'dance pop', 'urban contemporary', 'girl group', 'atl hip hop', 'contemporary r&b', 'r&b']",1992,88
"['contemporary r&b', 'boy band', 'new jack swing']",1992,89
['neo soul'],1992,90
['christian music'],1992,91
"['new wave pop', 'soft rock']",1992,92
"['hip pop', 'new jack swing', 'urban contemporary', 'girl group', 'contemporary r&b', 'r&b']",1992,93
"['contemporary r&b', 'new jack swing', 'urban contemporary', 'r&b']",1992,94
"['glam metal', 'hard rock']",1992,95
['christian music'],1992,96
['diva house'],1992,97
"['album rock', 'hard rock', 'nwobhm', 'classic rock', 'glam metal', 'rock']",1992,98
"['east coast hip hop', 'hardcore hip hop']",1992,99
"['electric blues', 'heartland rock', 'folk rock', 'singer-songwriter', 'folk', 'country rock', 'mellow gold']",1992,100
['dance pop'],1993,1
"['miami bass', 'atlanta bass']",1993,2
"['reggae fusion', 'uk reggae']",1993,3
"['dance pop', 'urban contemporary', 'r&b']",1993,4
"['contemporary r&b', 'new jack swing', 'r&b']",1993,5
"['hip pop', 'new jack swing', 'urban contemporary', 'girl group', 'contemporary r&b', 'r&b']",1993,6
"['contemporary r&b', 'boy band', 'new jack swing', 'r&b']",1993,7
"['urban contemporary', 'dance pop', 'pop']",1993,8
"['miami bass', 'contemporary r&b', 'new jack swing']",1993,9
"['canadian old school hip hop', 'reggae fusion']",1993,10
"['gangster rap', 'rap', 'west coast rap', 'g funk', 'hip hop', 'pop rap']",1993,11
"['new jack swing', 'urban contemporary', 'boy band', 'contemporary r&b', 'r&b']",1993,12
['karaoke'],1993,13
"['new jack swing', 'urban contemporary', 'boy band', 'contemporary r&b', 'r&b']",1993,14
"['contemporary r&b', 'new jack swing', 'urban contemporary', 'r&b']",1993,15
[],1993,16
['diva house'],1993,17
"['contemporary r&b', 'quiet storm', 'urban contemporary', 'r&b']",1993,18
"['dance pop', 'urban contemporary', 'r&b']",1993,19
"['hip pop', 'new jack swing', 'urban contemporary', 'girl group', 'contemporary r&b', 'r&b']",1993,20
['contemporary r&b'],1993,21
"['post-grunge', 'alternative rock', 'permanent wave', 'grunge', 'pop rock']",1993,22
['karaoke'],1993,23
['miami bass'],1993,24
"['german techno', 'hip house', 'diva house', 'eurodance']",1993,25
"['soft rock', 'album rock', 'heartland rock', 'piano rock', 'singer-songwriter', 'classic rock', 'rock', 'mellow gold']",1993,26
"['scottish rock', 'celtic rock']",1993,27
"['pop rock', 'alternative rock', 'post-grunge']",1993,28
"['hip pop', 'new jack swing', 'urban contemporary', 'girl group', 'contemporary r&b', 'r&b']",1993,29
['dance pop'],1993,30
"['atl hip hop', 'hip hop', 'old school atlanta hip hop', 'conscious hip hop']",1993,31
"['soft rock', 'mellow gold']",1993,32
"['contemporary r&b', 'new jack swing', 'urban contemporary']",1993,33
"['new wave', 'album rock', 'soft rock', 'classic rock', 'dance rock', 'rock', 'new wave pop', 'synthpop', 'new romantic']",1993,34
"['contemporary r&b', 'new jack swing', 'urban contemporary', 'r&b']",1993,35
['album rock'],1993,36
"['queens hip hop', 'east coast hip hop', 'hardcore hip hop']",1993,37
['contemporary r&b'],1993,38
['karaoke'],1993,39
"['contemporary r&b', 'boy band', 'new jack swing', 'r&b']",1993,40
"['new wave', 'album rock', 'soft rock', 'classic rock', 'dance rock', 'rock', 'new wave pop', 'synthpop', 'new romantic']",1993,41
"['new wave pop', 'soft rock']",1993,42
['contemporary r&b'],1993,43
"['miami bass', 'bass music']",1993,44
"['east coast hip hop', 'new jersey rap', 'hip hop']",1993,45
"['contemporary r&b', 'dance pop', 'urban contemporary', 'r&b']",1993,46
"['soul', 'r&b']",1993,47
"['contemporary r&b', 'boy band', 'new jack swing', 'r&b']",1993,48
"['contemporary r&b', 'new jack swing', 'urban contemporary', 'r&b']",1993,49
"['new wave pop', 'pop rock']",1993,50
"['new wave pop', 'eurodance', 'europop']",1993,51
"['funk rock', 'minneapolis sound', 'synth funk', 'rock', 'funk']",1993,52
"['gangster rap', 'rap', 'west coast rap', 'g funk', 'hip hop']",1993,53
"['contemporary r&b', 'quiet storm', 'urban contemporary', 'r&b']",1993,54
"['urban contemporary', 'girl group', 'atl hip hop', 'contemporary r&b', 'r&b']",1993,55
"['gangster rap', 'hardcore hip hop', 'rap', 'west coast rap', 'g funk', 'hip hop', 'conscious hip hop']",1993,56
"['glam metal', 'rock']",1993,57
"['dance pop', 'neo soul', 'urban contemporary', 'r&b']",1993,58
"['contemporary r&b', 'new jack swing']",1993,59
"['classic rock', 'album rock', 'hard rock', 'rock']",1993,60
"['funk rock', 'glam metal', 'hard rock', 'funk metal']",1993,61
"['hip pop', 'dance pop', 'urban contemporary', 'girl group', 'atl hip hop', 'contemporary r&b', 'r&b']",1993,62
"['bronx hip hop', 'east coast hip hop']",1993,63
"['contemporary r&b', 'r&b']",1993,64
"['gangster rap', 'west coast rap', 'chicano rap', 'rap rock', 'hip hop']",1993,65
"['dance pop', 'pop']",1993,66
"['dance pop', 'pop']",1993,67
['contemporary r&b'],1993,68
"['reggae', 'reggae fusion']",1993,69
[],1993,70
['soft rock'],1993,71
['soft rock'],1993,72
"['smooth saxophone', 'smooth jazz']",1993,73
"['dance pop', 'urban contemporary', 'r&b']",1993,74
"['old school hip hop', 'philly rap', 'golden age hip hop']",1993,75
"['country road', 'country', 'classic country pop']",1993,76
"['reggae', 'reggae fusion']",1993,77
"['gangster rap', 'rap', 'west coast rap', 'g funk', 'hip hop', 'conscious hip hop']",1993,78
"['german techno', 'hip house', 'diva house', 'eurodance']",1993,79
[],1993,80
"['psychedelic hip hop', 'east coast hip hop', 'jazz rap', 'afrofuturism', 'hip hop']",1993,81
"['eurodance', 'europop']",1993,82
['soft rock'],1993,83
"['hip pop', 'new jack swing', 'urban contemporary', 'girl group', 'contemporary r&b', 'r&b']",1993,84
"['gangster rap', 'hip pop', 'hardcore hip hop', 'old school atlanta hip hop', 'hip hop']",1993,85
"['gangster rap', 'east coast hip hop', 'hardcore hip hop', 'rap', 'west coast rap', 'g funk', 'hip hop', 'conscious hip hop']",1993,86
"['soft rock', 'sophisti-pop', 'permanent wave']",1993,87
[],1993,88
"['new wave pop', 'new wave', 'synthpop', 'new romantic']",1993,89
"['soft rock', 'mellow gold']",1993,90
